"uniqueID","qid","title","poster","date","replyTo","content"
186,61,"Talking to Your Kids About Their Weight","Monamia","2011-09-15 13:34:15","<ORG>","This is a fascinating topic for me and the findings don<APO>t surprise me. I grew up in a home where healthy eating and lifestyle was just how we did it. No junk food, no processed foods, lots of exercise. My parents modeled it and we knew nothing else. However, when I hit puberty early, my mother became concerned about the curves I was developing and started putting me on strict diets and hiding foods from me. All that did was make me a secret (and shamed) eater. I went on to have weight issues to this day though I<APO>ve at least left the yo-yo dieting behind me, and here I am at 50 working again to lose some weight brought on by a health condition and medication. Because of the above, I took a different approach when raising my own sons but I probably wasn<APO>t as strict as I should have been. While one of my sons was always slim and remains so now with healthy eating and lots of exercise, my younger son struggled with weight just like me. At 25 now, he<APO>s lost 90 pounds through a long effort of exercise and changing his eating. I<APO>m so proud of his commitment. We did talk about weight, food choices, exercise, throughout their lives, but in my determination not to be as rabid about it as my own mother, I may have been more lax than I should have been. Now I see my granddaughter at almost 4 years old. She has two slim parents and they eat VERY healthy, largely due to her mother having Diabetes Type 1 and celiac, and her father being lactose intolerant and having other food allergies. So they don<APO>t eat processed foods, everything is home prepared cooked and very healthy. And my granddaughter is a happy and active little girl. And yet I see her cravings for sugar and hear her express concerns about getting <APO>fat<APO>. I don<APO>t know where she<APO>s getting that from so it<APO>s a concern. She has great models in front of her who are not obsessed with weight, but it<APO>s already starting for her. It<APO>s such a fine balance. I do agree that it needs to be an ongoing conversation and should focus on health and feeling good and not image or even weight. I love MalibuSkipper<APO>s approach with her own child. Focusing on the positives of healthy foods, and not on weight itself."
187,61,"Talking to Your Kids About Their Weight","SoCalSuz ","2011-09-15 13:35:19"," MalibuSkipper","Always focus on health not looks! MalibuSkipper, you are right never to mention fat! Suz"
188,61,"Talking to Your Kids About Their Weight","meekschan","2011-11-05 00:25:58","<ORG>","Personally, I don<APO>t have any kids, but I do have very tiny siblings in elementary age. I would never ever call them fat or chunky, however, my mother (the parent) has this thing for yelling to them if they eat candy or bring sweets from school, stop eating that, that<APO>s why your fat! or you<APO>ll get fat if you eat that! I don<APO>t like that, I don<APO>t say it at the moment, but when the kids are away I bring it up to her. I told her several times to stop yelling at them saying that they are fat because they eat that or they will become fat because they eat that. The kids are actually of normal weight, the two little girls are fairly thin and my little brother is of normal weight with a little more meat on him. I<APO>ve noticed that the littlest girl has become too dependent on her eating habits, she<APO>s 5, and whenever she wants to eat something, yogurt, or candy or ice cream, she always asks for permission and if she can have the whole thing. If I give her some ice cream on special occasions, she says only one small scoop cause I don<APO>t want to be fat. Right now, they are very young and it seems like they don<APO>t have body image issues, I hope they don<APO>t get too concerned with what they eat and how they view themselves. And back to the topic, no I would not call them fat or mention their weight. When I noticed they were getting a little heavy and lazy, I signed them up for swimming classes and now they love it, and they are all more fit and are always bugging me to take them to open swim sessions."
189,61,"Talking to Your Kids About Their Weight","Chris Tiongson, MD ","2011-11-07 09:03:17"," meekschan","A supportive message based on health would be better. Finding things they are doing right and finding fun ways to engage in new healthy behaviors (like swimming lessons) is great."
197,63,"Can your kids spot an unhealthy lunch?","Haylen_WebMD_Staff","2011-09-22 16:35:02","<INIT>","Expert Hansa Bhargava, MD, FAAP, has posted in the \"Your Children<APO>s Health \" blog about her son<APO>s school lunch experience. Spoiler alert: he<APO>s bringing lunches from home again! Read her story here: Teaching Healthy Habits. You<APO>ll learn more about her son<APO>s not-so-healthy lunch and how he knew it contained too much sugar. Do you talk about unhealthy food & habits at home with your kids? If not, do you have questions for our experts about how to start? Let<APO>s share! Haylen"
198,64,"BMI 3 year old","RandOmom","2011-09-23 22:11:18","<INIT>","I brought my 3 year old son to his well visit today. He was 38 lbs (90th percentile) and 28 3/4 inches tall. (75th percentile). The pediatrician said she is concerned because his BMI was higher than she would like it to be. We are vegetarians, eat tons of whole grains, fruits and vegetables. He has a very healthy appetite, and eats very well. We don<APO>t do juice, only seltzer, water, and skim milk. She wanted me to start controlling his portion sizes and only let him eat when he is hungry. I am a firm, believer that children don<APO>t generally overeat, they eat until they are full. I<APO>m not concerned about his weight, I think he is going to be a large child. He all ready wears a size 11 W shoe!! Has anyone had any experience with this? Should I be concerned?"
199,64,"BMI 3 year old","Chris Tiongson, MD","2011-09-27 21:37:39","<ORG>","Sounds like you are setting a great example by having lots of healthy meal options at home. Congratulations! To help answer your questions about your son, we need to get an idea of his potential health risk. To do this, docs will use the Body Mass Index percentile, just like we use the growth chart percentiles to give context to the height and weight measurements over time and relative to other kids. Studies of docs relying just on their eyeballs to determine risk based on weight show that we don<APO>t do a good job of picking out kids at risk or potentially at risk as they grow up. So the first step is to make a diagnosis based on BMI percentile for age using the child<APO>s height, weight, gender, and age. Increased risk of health problems is greatest for BMI percentiles greater than the 95%ile for age. There is some increased risk between 85th and 94th%iles as well. I tried to calculate your child<APO>s BMI percentile but I wonder if there is a typo in your child<APO>s height above. 28 3/4\" is more like the height of a 9 month old. Maybe his height is 38 3/4\"? Using the taller height and guessing your son<APO>s age to be 3 yrs and 1 month yields a BMI percentile of 91. This is not the highest risk zone, but something to pay attention to over time since there is a risk of it climbing higher as he grows up. Limiting portion sizes is a useful strategy to encourage healthy eating habits for a lifetime. Hungry kids can always ask for more. Studies of adults show that portion size makes a big difference. The classic popcorn bucket study is a great example. People were given free popcorn at a movie theater. Some people got large buckets and some got small buckets. Guess which group ate more popcorn? The large bucket group. Then the twist. What about giving away stale popcorn? Even when the popcorn wasn<APO>t tasty, the large bucket people still ate more. I think that some (many?) kids, just like adults, are capable of overeating and portion size can be an unconscious trigger to eat more. A typical pattern that I see in my practice is kids who are maybe just a little heavy as preschoolers, then have a steep climb in BMI percentile through early elementary school years to become obese. I don<APO>t know why that happens, but it happens fairly frequently. I think your doctor has probably seen this same phenomenon and was very astute in picking up on a small increase in BMI percentile. Offering some advice at this very early stage can hopefully prevent the BMI percentile from rising higher over the next few years."
200,64,"BMI 3 year old","Lisa_T ","2013-01-15 22:31:41"," Chris Tiongson, MD","Hello! I know this is an older post but I wanted to make a suggestion in case you are still struggling with your son<APO>s weight. Eating a diet rich in grains and low in fat and protein is a high-glycemic diet, which can lead to excess weight gain. Little kids needs lots of good fats and protein to build those growing bodies and to utilize the fat-soluble vitamins and minerals from their diets. I would suggest eating whole-fats in their natural form and cutting out grains as much as possible, focusing on proteins, plants, and healthy fats instead. Eating more fats and protein gives a feeling of satisfaction. Carbs tend to make you want to eat more, and tend to have an addictive quality because of how they affect blood sugar levels. Vegetarian ideas to replace grains are eggs, whole dairy products, and fish, as well as low-glycemic fruits eaten sparingly and lots of vegetables with pastured butter. Cod liver oil and coconut oil given daily can also help make him feel satisfied and help keep his blood sugar and weight stabilized. Eating the protein and fat as the first part of a meal helps keep the blood sugar from spiking, especially if starchy foods are to be eaten. I would suggest trying this, too. I would also suggest reading about diet on Mercola.com or the Weston Price Foundation website. I have learned so much from these sources and they have helped me on my own path to health and wellness. Best wishes, Lisa"
201,65,"NEW -- Join the Fall Kids Activity Challenge!","Haylen_WebMD_Staff","2011-09-30 16:31:16","<INIT>","Hi members! WebMD is testing a new type of community -- WebMD Challenges -- and we<APO>d love for you to help us test and have some fun while you<APO>re doing it. The Fall Kids Activity Challenge will start on Monday, Oct. 3rd, and will last for 6 weeks. It<APO>s set up so that members can compete for \"braggin<APO> rights\" for the best activities for kids. Check out the new board now, read \"How to Take Part\", and then jump in on Monday and get started! I can<APO>t wait to see your activities! Take care, Haylen WebMD Community Team"
202,65,"NEW -- Join the Fall Kids Activity Challenge!","Haylen_WebMD_Staff","2011-10-07 16:20:14","<ORG>","The Fall Activities Challenge is heating up and we need more ideas to share! If you don<APO>t have time to post right now, head over and vote for your favs. Fall Parenting Challenge Haylen"
203,66,"Fall Kids Activity Challenge - Week 2!","Haylen_WebMD_Staff","2011-10-13 16:22:38","<INIT>","The Fall Kids Activity Challenge is heating up! \"Activities for the Whole Family\" is the theme this week. Click the link above, check out the entries and vote for your favorite. Post one yourself! Haylen p.s. Dishes with Apples/Pears is this weeks Healthy Plate Recipe Challenges . Sweet or savory, raw or cooked, anything goes! Head over there to vote and post. It<APO>s hard for me to get into Fall food or activities. Supposed to be OVER 100 DEGREES where I live in the Southern California valley this weekend. Not feeling very \"Fall\" at all Haylen"
204,67,"Fall Kids Activity Challenge - Week 4","Haylen_WebMD_Staff","2011-10-25 17:58:31","<INIT>","The topic is cooking with kids! How do you have fun with your kids in the kitchen and help them learn about healthy choices? Share your favorite ideas and recipes here! http://exchanges.webmd.com/fall-parenting-challenge"
205,68,"Purple spots on 11 year old thighs","meekschan","2011-11-07 15:09:47","<INIT>","Hello, three days ago my little sister came home with purple and reddish little dots all over her thighs, they looked like little bruises, but very tiny.. they were pretty much like freckles but purple and reddish, they were on her front thighs. We first thought it could be an skin allergy, but she didn<APO>t eat anything out of her usually on that day, I believe. Then I remembered that I just purchased her two new pair of jeans for her, she wore one the day before that happened, and the other one on the actual day it happened. The day before she had nothing, but on that day she had a lot of little dots that looked like bruises once she came back from school. Could it be due to the pants maybe being too tight, I asked her if they were too tight and if it hurts, she said is tight, but it didn<APO>t hurt. We will return it tomorrow and get a bigger size just in case. Should we just wait it out and assume it was the pants, or should we still go to the doctor to see if it could be something else. She said it wasn<APO>t itchy and it didn<APO>t hurt. The dots are going away slowly, but I am worried we should maybe make an appointment or go to the E.R. today while is still there to see if it could be something worse. What would you recommend? Thank you Meeks"
206,68,"Purple spots on 11 year old thighs","Chris Tiongson, MD","2011-11-09 11:00:32","<ORG>","I can<APO>t make a diagnosis through this medium, but it sounds like it is worth checking out. Lots of things cause rashes, some are serious and some aren<APO>t. The only way to tell is to have a doctor check it."
207,68,"Purple spots on 11 year old thighs","meekschan ","2011-11-13 18:00:26"," Chris Tiongson, MD","Hi, we took her to the doctor several days ago and he said it was a reaction from the new jeans that we bought her and it<APO>ll go away on its own. He said it was caused due to not washing the jeans before she used it. The bruises are still there and it has now been 9 days, on her right leg it is very purple now, and on the left leg it looks like a fading color, kind of like freckles. I was wondering if you would know how long it should take for a reaction from unwashed clothes to go away, so that way we can go back to the hospital if is still there so they can check if it may be something else. She has an appointment for a physical, but that is three weeks away from now. Thank you."
208,68,"Purple spots on 11 year old thighs","Chris Tiongson, MD ","2011-11-14 13:21:23"," meekschan","I would recommend calling your doctor<APO>s office to talk about it and to ask your follow-up questions. It sounds like there are still some things left unanswered for you after the first visit."
209,69,"Child<APO>s unhealthy body image","RKWMOM","2011-11-09 21:56:56","<INIT>","How do I handle my 7 year old son that not only thinks he is fat (only 44 lbs) but also thinks that he is ugly. I know that I am his mom, but he is a very attractive child. He seems to be very confident, doesn<APO>t mind getting up in front of groups to speak, plays sports, etc. Is this just a phase that I should keep an eye on or is it more serious?"
210,69,"Child<APO>s unhealthy body image","Chris Tiongson, MD","2011-11-11 09:56:22","<ORG>","First, I you haven<APO>t already tried to objectively talk to him about his height for weight match, start there. At 7, maybe showing him a growth chart (check on the CDC.gov website) and plotting his height, weight, BMI http://apps.nccd.cdc.gov/dnpabmi/ and show him where he fits relative to the healthiest zones (for BMI between 5-85%iles is the lowest risk). Second, maybe there is some teasing going on at school or in the neighborhood that is giving him this inaccurate body image. Societal and cultural pressures beyond the schoolyard and neighborhood might be at play as well. Media messages about physical appearance are everywhere and are capable of influencing kids this young. We sure don<APO>t want the heathy eating and activity message to turn into an unhealthy drive for thinness. Lastly, could there be something more? Maybe. If you can<APO>t seem to make any headway on changing your son<APO>s concerns about himself, then maybe a check up with your doctor can be a way to see if there is something more."
213,71,"Back to school? Were you & the kids healthy over the break?","Haylen_WebMD_Staff","2012-01-06 11:27:06","<INIT>","My daughters started back to school this week and I was reviewing how the holidays went for the family. Aside from the usual seasonal treats, my husband and I went out of our way to get in some sort of physical activity with the kids daily. We took walks, scooters to the park, ice skating and bowling. It was challenging! I wanted to stay in PJs some days since the school routine was on hold. How did you and the kids do over the break with healthy eating and activity?"
214,71,"Back to school? Were you & the kids healthy over the break?","Chris Tiongson, MD","2012-01-11 09:20:07","<ORG>","Our weather was more like October than December/January this year, so the usual sledding, skating (and shoveling) were out. My son was able to play football in the yard with his buddies. Over Thanksgiving, our whole family had the 3rd Annual Tiongson Turkey Trot. It was sorta like a flash mob of walkers/joggers/strollers through the neighborhood. Great way to start out the holiday season. While traveling, I would hit the hotel gym with my daughter who would work on her dance team routine and stretch while I was on the machines."
215,72,"Exercise during the winter","nursingbug","2012-01-10 20:39:20","<INIT>","What are the best ways to keep my preschooler active through the winter? She does go to preschool 2 days a week. I don<APO>t get home from work until 7-8pm and it is hard to do any activity then, it is bedtime!"
216,72,"Exercise during the winter","Haylen_WebMD_Staff","2012-01-11 10:02:48","<ORG>","Hi nursing bug! I struggle with this as well. When the weather is warm, we go around the neighborhood on scooters or bikes. Now that it gets dark so early, I<APO>ve been slacking and I know we all need to move more. Last night, my 7 year old set up an \"obstacle course\" for her sister in the living room. At first, I was not on board. However, I realized 1) they were getting along and 2) they were being active! They both placed different \"obstacles\" to run around, hop over or balance on after I shoved the furniture to the edge of the room. They were laughing and rearranging for over an hour while I got dinner ready. This morning it looks like a tornado hit the living room but I think we found one fun indoor activity I<APO>m looking forward to more suggestions - who is next? Haylen"
217,72,"Exercise during the winter","seeit2","2012-01-11 10:25:56","<ORG>","I plug in the Wii for my 5-yr old, there are some games out there that will at least get her off the couch. It helps to get the wiggles out when the weather is yucky. She could play some balance and running games on the Wii Fit DVD when she was 3, with some help. And it turns out she<APO>s a fabulous golfer lol."
218,72,"Exercise during the winter","Chris Tiongson, MD ","2012-01-11 11:00:17"," seeit2","The obstacle course sounds like a lot of fun. That kind of rough and tumble indoor activity may be messy, but create lifelong childhood memories for both kids and parents. Wii or other types of exergaming is also a good option. It is also something kids and parents can do together. Imagine the unintentional comedic gold of a parent (especially me) hooping the hula on the Wii Fit or dancing along with Connect. If after a long day of work you need a few minutes to get off your feet, then how about a timed scavenger hunt? You could have a list of items to fetch from around the house (either words or pics) and send her little one off to scurry after them before time runs out."
219,72,"Exercise during the winter","nursingbug ","2012-01-11 13:00:45"," Chris Tiongson, MD","I really like the obstacle course idea! We have been thinking about getting the nick jr wii game. One thing I forgot was hopscotch, I had seen where someone made their kid one out of a piece of heavy fabric and paint- I thought I could use tape on a yoga mat to make one that would stay put. My mil also has one of those moon bounce balls that has the handle on the front, I have been considering getting one of those, wasn<APO>t sure if it was good for indoors though. I signed her up for a gymnastics class, her first day is this week. I hope some of the stuff she learns she could do inside, tumbling and stuff. thanks everyone!"
220,72,"Exercise during the winter","cinder44","2012-01-11 13:08:39","<ORG>","we luckily have a basement that is pretty large. they can ride their bikes down there, throw balls back & forth or into their hoop. upstairs they also play hide & seek, tag - I really don<APO>t like them running inside but it is better than kids who aren<APO>t tired for bed. And thankfully they have a gym at their daycare that they visit 2X a day. If we have snow we have a flood light & they can sled ride. When we had our big snow storm last week we were all out there bundled up & shoveling snow then I pulled them around on their sled."
221,72,"Exercise during the winter","cinder44 ","2012-01-11 13:09:59"," cinder44","When I exercise to a video sometimes they will join in. They stretched with me last night & they will do jumping jacks."
222,72,"Exercise during the winter","sarahdear","2012-01-11 14:58:05","<ORG>","Not sure if you have access to a gym or indoor pool, but those are 2 things we like to do on the weekend with our kids in the cold weather months. Being military stationed at a base, we have access to both of these. We often take the kids to the gym and check out a few balls and use one of the basketball courts to allow the kids to run around, shoot a few hoops, play a few games that we make up. Our pool also has family swim on Saturday mornings from 9-12 so we try to get to that at least a couple times a month. It<APO>s a regular lap pool with the shallow end being 3.5 feet, but they provide life jackets and swim bubbles for the kids to use. My 3 year old will swim end to end for the 25 meter pool with her bubble on -- talk about great exercise that uses up some energy!"
223,72,"Exercise during the winter","nursingbug ","2012-01-11 18:15:27"," sarahdear","That would be really awsome! I have thought about getting DD in swim lessons, but they are always when I am working!"
224,72,"Exercise during the winter","Haylen_WebMD_Staff ","2012-01-12 14:22:11"," nursingbug","nursingbug - Have you checked out the local YMCA? They have \"swim teams\" on the weekend that look really fun - indoor pool of course! H"
225,72,"Exercise during the winter","nursingbug ","2012-01-12 15:15:28"," Haylen_WebMD_Staff","the only YMCA by us is pretty far away, and the scheduling to arrange using it wouldn<APO>t be worth the stress!"
226,72,"Exercise during the winter","Haylen_WebMD_Staff ","2012-01-12 17:49:49"," nursingbug","I get \"the stress of scheduling\"! I live in Southern California - if we only had a helicopter, we could do much more! Haylen"
227,73,"How long and how hard should kids exercise?","Chris Tiongson, MD","2012-01-24 21:56:37","<INIT>","I got a question today from someone who is leading a program here in North Dakota to promote healthy habits for kids. She wanted to include an exercise class with education about healthy eating and activity for 4th and 5th graders. I thought it was a great idea to be able to help kids get their exercise and be a opportunity for the kids to see adults model good habits. So, how long and how hard should kids exercise? The general recommendation is for kids to get at least 60 minutes a day of moderate or more intense exercise per day. O-kay. 60 minutes is clear, but how moderate is moderate? Here are a couple or resources to help you and your kids set a good pace. 1. http://blogs.elon.edu/ptkids/category/tm-tools/24-perceived-exertion-scale-for-children/ The link outlines a 10 point scale of exertion with child-friendly descriptions. Moderate exertion would be at a 5/10. Some versions have faces to go with the numbers like a kid<APO>s pain rating scale. Scoring: 1??Very, Very Easy 2??Very Easy 3??Easy 4 ??Just Feeling a Strain 5??.Starting to get hard 6??.Getting Quite hard 7??.Hard 8??..Very Hard 9??..Very, Very Hard 10??So Hard I am going to Stop 2. This one is even easier: the Talk Test http://www.cdc.gov/physicalactivity/everyone/measuring/index.html http://www.cdc.gov/physicalactivity/everyone/measuring/index.html \"The talk test is a simple way to measure relative intensity. As a rule of thumb, if you<APO>re doing moderate-intensity activity you can talk, but not sing, during the activity. If you<APO>re doing vigorous-intensity activity, you will not be able to say more than a few words without pausing for a breath.\""
229,75,"Losing weight","BrittanyNLane","2012-01-25 22:48:44","<INIT>","Hello, I am 17 and I have been trying to desperately lose weight for years. I have exercised and went on diets. Are there any pills or surgeries that can help me?"
230,75,"Losing weight","Chris Tiongson, MD","2012-01-27 10:57:21","<ORG>","Brittany, You<APO>ve already taken the first and most difficult step, making the decision to improve your health! It is never easy to make changes and it can be very frustrating when the results don<APO>t seem to match the effort. The next step, which you may have already taken, is to see your doctor for a checkup. That will give you and your doctor a starting point and a better idea of where you are at. A check up can also help your doctor see if there are some complicating health conditions that are making it hard for you to meet your goals. Calculating your BMI and finding out the percentile or ranking, helps determine the level of increased risk of health problems, and thus helps determine how intense your personalized plan should be. After trying the usual things (like healthier eating, increasing physical activity, cutting down sugary drinks, decreasing TV/computer/screen time) then there are other ways to ramp up. Maybe things would be easier with a group of other kids? Sometimes a program over 10 weeks or so that includes some brief classes about cooking healthier, strategies for increasing physical activity in day-to-day activities, exploring what the barriers might be that are making it hard to change. Also, setting up a specific plan for healthy eating with a nutritionist or exercise specialist can give you a specific roadmap to follow. Sometimes it is hard to meet a less defined goal of \"eating better\" or \"exercising more.\" There are different options for kids at top of the charts, percentiles in the 99% range. There are a few very specialized centers around the country that do consider medication or surgery for some kids. It is not a first option and usually most other options have been tried before that point. I don<APO>t know if that is a good fit for you or not. In the meantime, are there tips that other teens or parents would like to share with Brittany? Maybe a strategy that seemed to work well for your family?"
231,76,"Questions for the First Lady re: Kids & Fitness!","Haylen_WebMD_Staff","2012-02-06 13:02:07","<INIT>","Please click the link below to ask Michelle Obama questions about her Let<APO>s Move initiative, a effort aimed at helping children live healthier, more active lives. Let<APO>s Move: Submit Questions to the First Lady! I look forward to seeing your questions! Haylen"
232,77,"Welcome to RFK Dr. Z! Thank you Dr. Tiongson!","Haylen_WebMD_Staff","2012-02-07 16:40:44","<INIT>","Please join me in welcoming Aaron Zylstra, MD - aka Dr. Z - to the Raising Fit Kids Community! And a huge thank you to Dr. Tiongson for his great work here over the last year. The community and I will miss you. Sports moms and dads, you<APO>re in luck! Dr. Zylstra is a self professed \"sportsaholic\", enjoying all sports with his family. He<APO>ll be the perfect expert to answer questions about keeping your kids fit through individual and team sports. Dr. Z is a general pediatrician at Sanford Children<APO>s in Sioux Falls, South Dakota where he teaches third and fourth year medical students and pediatric residents. Additionally, he serves as the Chief of Pediatrics at Sanford USD Medical Center. Ask your questions for Dr. Z here! Haylen"
233,77,"Welcome to RFK Dr. Z! Thank you Dr. Tiongson!","Chris Tiongson, MD","2012-02-08 11:08:36","<ORG>","Thanks for a good year. Welcome aboard, Dr Z!"
234,78,"Push back from child regarding exercise","SoCalSuz","2012-03-05 15:51:14","<INIT>","My 7 year old needs to get up and move! I had her in gymnastics and she was very unhappy. Finally the fight wasn<APO>t worth it and I let her quit. Now I<APO>m looking for a Spring activity and she is not interested in anything. She does love to swim but is terrified to go to the pool to try out for the local Y team. Any suggestions? Her dad and I are getting so frustrated its hard to talk with her about it."
235,78,"Push back from child regarding exercise","SweetSusieB","2012-03-08 16:12:03","<ORG>","Hi SoCalSuz, I<APO>ve been there done that! Maybe a family activity might work. I couldn<APO>t get my son interested in anything outside a game boy or x-box! So as a family we would go roller skating every weekend or every other. Then he would ask to bring his friends along and after a while he was joining the town soccer team. Maybe something you can do with her might spark her interest into doing something fun and active without you, down the road. Skate or hike then a picnic, a bike ride? Good luck!"
236,79,"I have a picky eater!","EleanorAnne","2012-03-08 18:23:41","<INIT>","I have a 7 yr old daughter, her diet is becoming more and more limited. If she could eat chicken nuggets and cheeseburgers for every meal she would. She does eat a wide variety of fresh vegetables and fruits, but main dishes are our problem. If I make a pasta dish (even spaghetti and sauce), grilled chicken, pot roast, pork roast or fish, she won<APO>t touch it or even try it! She used to eat and at least try everything. Any suggestions?"
237,79,"I have a picky eater!","Mrs_Temple","2012-03-19 11:04:28","<ORG>","our rule has always been TRY ONE BITE. If you don<APO>t like it, you don<APO>t have to eat it. Even when we<APO>re having what she has already tried and already decided she doesn<APO>t like... the rule of the house is, take at least one bite. 9 times out of 10 she actually likes it."
238,79,"I have a picky eater!","BusyHealthyBee","2012-07-10 15:12:53","<ORG>","I always made samples for my ground children to let them taste the small bite of food first. I think this way is more attractive to kids."
239,79,"I have a picky eater!","Haylen_WebMD_Staff ","2012-07-11 15:45:38"," BusyHealthyBee","Good idea BusyBee! I<APO>m going to try that tonight! Haylen"
240,80,"New WebMD Privacy Policy","Haylen_WebMD_Staff","2012-06-11 11:12:31","<INIT>","Dear Members, Just a note to let you know that WebMD<APO>s Privacy Policy has changed. When you next sign in to post in our Community, you will be asked to first accept the new policy. You can see a summary of the changes HERE . If you have any questions, please send them to us at CommunityManagement@WebMD.net . We will be sure to get you an answer. In addition, if you use \"Remember Me\" to log into community, that cookie will be overridden when the new Privacy Policy goes live. You will have to reset it after you accept the new policy. If you do not remember your password, please write to our staff at the email address above, and we<APO>ll be happy to help you reset your password. Yours in Health, The WebMD Community Staff"
241,81,"Revamping cooking for kids","An_246851","2012-07-30 13:28:21","<INIT>","My two daughters, 10 & 8, stay with their dad for the summer and with me during the school year. My 8 year old is overweight and has gained more weight this summer. I already cook semi- healthy dinners every night, avoid take out and fast food, limit screen time, and I have her in gymnastics. She is active and rides her bike every day. We don<APO>t have soda in the house, but I do have snack foods (chips, crackers, etc.) I think the snacks are ok in moderation (I don<APO>t want to be a hardliner on sweets and junk food - I<APO>ve seen kids who rebel and go crazy on this when they have the opportunity). But I just read the book Eat This Not That for kids and it<APO>s opened my eyes that what was ok for me growing up may not be ok for kids. So I<APO>m going to make some swaps and if anyone else has tips for healthy kids cooking and packed lunches, I would appreciate it: Caprisun -> swapping to low calorie gatorade White bagels -> mini bagels Cin Toast Crunch -> cheerios or kix Potato Chips -> baked lays Granola bars -> fiber one bars Rice -> couscous (they won<APO>t eat brown or wild) potato-> sweet potato pasta -> ? this is something they love- especially the boxed mac n cheese. they don<APO>t like homemade so can<APO>t do whole grain pasta canned green beans and corn -> lower sodium little debbies -> mini rice crispie treats 1% milk -> skim subs-> wraps lunchables -> make my own with turkey pepperoni, weight watchers string cheese and Kashi crackers Finally, my husband and I eat a lot of main dish salads in summer, but I feel like I go back to the rice/potato/pasta and meat dinners when they<APO>re here. I am going to do big salad night once a week and they<APO>re going to have to deal with it. Any other ideas? I<APO>m hiding the snacks for lunchboxes in my bedroom closet too. Our rule is if you<APO>re hungry eat an apple. Fruit is always allowed."
242,82,"child BO","An_247036","2012-08-08 14:09:27","<INIT>","My 1 1/2 year old granddaughter has BO already, is this a serious problem? as I<APO>ve never heard of this before."
243,83,"helping overweight children","An_248436","2012-10-15 14:59:43","<INIT>","My pediatrician informed me my young son is overweight. When I asked what to do, he looked at me and asked if I had done anything to lose weight. After my initial shock, I began to think. Is it correct that my eating habits can impact my son? I have tried several weight loss programs, with little success. I plan to try again if it will help my son. I have considered meal replacement programs but I am not certain if eating different meals than my son will be helpful. I wonder if there are any programs available which will allow me to make changes which I can pass to my son."
244,83,"helping overweight children","Haylen_WebMD_Staff","2012-10-18 16:38:30","<ORG>","GREAT Question! I absolutely believe that parents influence children<APO>s eating/exercise habits. I encourage you to post in our AMAZING WebMD Diet Community where our expert, Dr. Pam Peeke, answers questions and guides members on how to best make lifelong healthy changes. Click the link here, use the orange \"Post Now\" button and go from there! WebMD Diet Community I also moderate that community, I<APO>ll keep an eye out for you! Haylen p.s. We have a fantastic parenting community with an expert as well located here: http://exchanges.webmd.com/parenting-exchange"
245,84,"Kids and exercise","Tsmom","2012-11-30 20:45:43","<INIT>","My 12 yo daughter told me that she is doing the P90X program in school. Is this safe? She is healthy and is fairly fit and athletic."
246,84,"Kids and exercise","Haylen_WebMD_Staff","2012-12-05 19:50:44","<ORG>","Hi Tsmom and welcome - Great question! Unfortunately, our experts are not longer active in this community. This would be a great topic to ask expert Rich Weil in the Fitness & Exercise Community or Dr. Benaroch in the WebMD Parenting Community . I<APO>m interested to hear the answer! Haylen"
247,85,"Heart Healthy Valentines for Kids?","LessSalt4Kids","2013-02-14 10:49:31","<INIT>","Strawberries make a great valentine alternative to chocolate or candy. Anyone have any other heart healthy ways to celebrate? Brittany"
